title,released,developer,publisher,genres,rating,user score,ratings_count,platforms
GRADIUS V,2004-09-14,TREASURE,KONAMI,HORIZONTAL SHOOT-'EM-UP,RATED T FOR TEEN,8.8,25,PLAYSTATION 2
SHADOW WARRIOR 3 DEFINITIVE EDITION,2023-02-16,FLYING WILD HOG,DEVOLVER DIGITAL,FPS,,7.5,15,PLAYSTATION 5
WORLD OF WARSHIPS BLITZ,2018-01-17,WARGAMING GROUP LIMITED,WARGAMING GROUP LIMITED,MOBA,,3.8,11,IOS (IPHONE/IPAD)
ARENA FOOTBALL,2006-02-07,EA TIBURON,EA SPORTS,FOOTBALL,RATED E +10 FOR EVERYONE +10,0.0,0,PLAYSTATION 2
BALDUR'S GATE 3,2023-08-03,LARIAN STUDIOS GAMES,LARIAN STUDIOS GAMES,WESTERN RPG,RATED M FOR MATURE,8.9,15511,PC
BRAIN AGE 2 MORE TRAINING IN MINUTES A DAY,2007-08-20,NINTENDO,NINTENDO,EDUTAINMENT,RATED E FOR EVERYONE,7.2,16,DS
WARIOWARE MOVE IT!,2023-11-03,INTELLIGENT SYSTEMS,NINTENDO,PARTY,RATED E +10 FOR EVERYONE +10,8.6,54,NINTENDO SWITCH
FATE OF THE WORLD,2011-02-28,RED REDEMPTION,RED REDEMPTION,STRATEGY,,7.4,39,PC
FAR CHANGING TIDES,2022-03-01,OKOMOTIVE,FRONTIER DEVELOPMENTS,LINEAR ACTION ADVENTURE,RATED E FOR EVERYONE,7.0,47,PLAYSTATION 4
DYING REBORN,2017-02-28,NEKCOM,OASIS GAMES,FIRST-PERSON ADVENTURE,RATED M FOR MATURE,5.2,33,PLAYSTATION 4
